AccountID,AccountName,Region,ClusterName,ClusterVersion,InstanceID,Current_AMI_ID,Current_AMI_Publication_Date,AMI_Age,OS_Version,InstanceType,NodeState,NodeUptime,Latest_AMI_ID,New_AMI_Publication_Date,PatchPendingStatus,NodeReadinessStatus,Cluster_Compliance
175504091457,175504091457,us-east-2,mmpay-qa-global,1.34,i-0084fd40da4b348ea,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.2xlarge,running,63 days 12 hours,ami-06166778931250224,2026-02-10,True,N/A,1
175504091457,175504091457,us-east-2,mmpay-qa-global,1.34,i-0afbf4e08b1a6dca9,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.2xlarge,running,63 days 12 hours,ami-06166778931250224,2026-02-10,True,N/A,1
175504091457,175504091457,us-east-2,mmpay-qa-global,1.34,i-0de756b780909c61e,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.2xlarge,running,63 days 11 hours,ami-06166778931250224,2026-02-10,True,N/A,1
175504091457,175504091457,us-east-2,mmpay-qa-global,1.34,i-012a2b632b1821620,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.2xlarge,running,63 days 11 hours,ami-06166778931250224,2026-02-10,True,N/A,1
175504091457,175504091457,us-east-2,mmpay-qa-global,1.34,i-0f68db7f537b3b2a3,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.2xlarge,running,63 days 12 hours,ami-06166778931250224,2026-02-10,True,N/A,1
175504091457,175504091457,us-east-2,mmpay-qa-global,1.34,i-06678830602452cc0,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.2xlarge,running,63 days 12 hours,ami-06166778931250224,2026-02-10,True,N/A,1
175504091457,175504091457,us-east-2,mmpay-qa-global,1.34,i-06e3f22a62ff6bb83,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.2xlarge,running,63 days 11 hours,ami-06166778931250224,2026-02-10,True,N/A,1
175504091457,175504091457,us-east-2,mmpay-qa-global,1.34,i-06b97820a69e3cf7a,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.2xlarge,running,63 days 11 hours,ami-06166778931250224,2026-02-10,True,N/A,1
175504091457,175504091457,us-east-2,modmed-mmpay-uat-global-eks,1.34,i-04b9606709f25e6a7,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m5.2xlarge,running,63 days 13 hours,ami-06166778931250224,2026-02-10,True,N/A,1
175504091457,175504091457,us-east-2,modmed-mmpay-uat-global-eks,1.34,i-0189903f6e02d39b7,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m5.2xlarge,running,63 days 12 hours,ami-06166778931250224,2026-02-10,True,N/A,1
175504091457,175504091457,us-east-2,modmed-mmpay-uat-global-eks,1.34,i-0b948f414880a2ec0,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m5.2xlarge,running,63 days 12 hours,ami-06166778931250224,2026-02-10,True,N/A,1
175504091457,175504091457,us-east-2,modmed-mmpay-uat-global-eks,1.34,i-0c3e8ae25e217e55d,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m5.2xlarge,running,63 days 12 hours,ami-06166778931250224,2026-02-10,True,N/A,1
175504091457,175504091457,us-east-2,modmed-mmpay-uat-global-eks,1.34,i-08899f1e75d5479d5,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m5.2xlarge,running,63 days 13 hours,ami-06166778931250224,2026-02-10,True,N/A,1
175504091457,175504091457,us-east-2,modmed-mmpay-uat-global-eks,1.34,i-088a4fecfb629a369,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m5.2xlarge,running,63 days 10 hours,ami-06166778931250224,2026-02-10,True,N/A,1
175504091457,175504091457,us-east-2,modmed-mmpay-uat-global-eks,1.34,i-0a696c7be7216e0d7,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m5.2xlarge,running,63 days 12 hours,ami-06166778931250224,2026-02-10,True,N/A,1
175504091457,175504091457,us-east-2,modmed-mmpay-uat-global-eks,1.34,i-02af3a35385e24e77,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m5.2xlarge,running,63 days 12 hours,ami-06166778931250224,2026-02-10,True,N/A,1
175504091457,175504091457,us-east-2,modmed-mmpay-uat-global-eks,1.34,i-0e511b3e283014f8e,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m5.2xlarge,running,57 days 7 hours,ami-06166778931250224,2026-02-10,True,N/A,1
175504091457,175504091457,us-east-2,modmed-mmpay-uat-global-eks,1.34,i-07dbd7a5b873db9b0,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m5.2xlarge,running,63 days 12 hours,ami-06166778931250224,2026-02-10,True,N/A,1
175504091457,175504091457,us-east-2,modmed-mmpay-uat-global-eks,1.34,i-0d1a96f7914d78621,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m5.2xlarge,running,63 days 12 hours,ami-06166778931250224,2026-02-10,True,N/A,1
175504091457,175504091457,us-east-2,modmed-mmpay-uat-global-eks,1.34,i-09461ff075ffdb4f7,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m5.2xlarge,running,63 days 12 hours,ami-06166778931250224,2026-02-10,True,N/A,1
212055980189,212055980189,us-east-2,modmed-ops-global,1.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
212055980189,212055980189,us-east-2,modmed-ops-global-b,1.34,i-0e0a694c133a627c4,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.4xlarge,running,70 days 20 hours,ami-06166778931250224,2026-02-10,True,N/A,1
212055980189,212055980189,us-east-2,modmed-ops-global-b,1.34,i-00c9cc7f0c20ced97,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.4xlarge,running,70 days 20 hours,ami-06166778931250224,2026-02-10,True,N/A,1
212055980189,212055980189,us-east-2,modmed-ops-global-b,1.34,i-0d36655e3d7ac1158,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.4xlarge,running,70 days 20 hours,ami-06166778931250224,2026-02-10,True,N/A,1
212055980189,212055980189,us-east-2,modmed-ops-global-b,1.34,i-08346a876cb415c08,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.4xlarge,running,70 days 20 hours,ami-06166778931250224,2026-02-10,True,N/A,1
212055980189,212055980189,us-east-2,modmed-ops-global-b,1.34,i-0e59bb8ddeab07b8f,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.4xlarge,running,70 days 20 hours,ami-06166778931250224,2026-02-10,True,N/A,1
212055980189,212055980189,us-east-2,modmed-ops-global-b,1.34,i-011d5493fe3346f52,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.4xlarge,running,70 days 20 hours,ami-06166778931250224,2026-02-10,True,N/A,1
212055980189,212055980189,us-east-2,modmed-ops-global-b,1.34,i-0015f3d5707a62816,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.4xlarge,running,70 days 20 hours,ami-06166778931250224,2026-02-10,True,N/A,1
212055980189,212055980189,us-east-2,modmed-ops-global-b,1.34,i-04b65f87e3c4b759b,ami-0b09270f6fa8219ef,2025-12-17,56 days,Amazon Linux 2023,m7i-flex.4xlarge,running,50 days 16 hours,ami-06166778931250224,2026-02-10,False,N/A,1
983058792752,983058792752,us-east-2,modmed-perf-global,1.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
983058792752,983058792752,us-east-2,modmed-perf-global-b,1.34,i-03217b53c4499c3a8,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.4xlarge,running,71 days 14 hours,ami-06166778931250224,2026-02-10,True,N/A,1
983058792752,983058792752,us-east-2,modmed-perf-global-b,1.34,i-0d2456d390091b9b9,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.4xlarge,running,71 days 14 hours,ami-06166778931250224,2026-02-10,True,N/A,1
983058792752,983058792752,us-east-2,modmed-perf-global-b,1.34,i-06d48e899087c554d,ami-0341c526b47eb5b86,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.4xlarge,running,71 days 14 hours,ami-06166778931250224,2026-02-10,True,N/A,1
874823723256,m2iam,us-east-1,modmed-dbstage-global-eks,1.34,i-0dbff87e99832bf8d,ami-02382489c95ee1382,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.2xlarge,running,62 days 17 hours,ami-0297916cef61076f8,2026-01-29,True,N/A,1
874823723256,m2iam,us-east-1,modmed-dbstage-global-eks,1.34,i-0f6bf5969ddeee6e2,ami-02382489c95ee1382,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.2xlarge,running,62 days 17 hours,ami-0297916cef61076f8,2026-01-29,True,N/A,1
874823723256,m2iam,us-east-1,modmed-dbstage-global-eks,1.34,i-0cd04cb7f8157bfec,ami-02382489c95ee1382,2025-11-20,83 days,Amazon Linux 2023,m5.4xlarge,running,62 days 16 hours,ami-0297916cef61076f8,2026-01-29,True,N/A,1
874823723256,m2iam,us-east-1,modmed-dbstage-global-eks,1.34,i-0f0abbb5e833b1b7c,ami-02382489c95ee1382,2025-11-20,83 days,Amazon Linux 2023,m5a.4xlarge,running,62 days 11 hours,ami-0297916cef61076f8,2026-01-29,True,N/A,1
874823723256,m2iam,us-east-1,modmed-dbstage-global-eks,1.34,i-0da4be54d24f5f7a2,ami-02382489c95ee1382,2025-11-20,83 days,Amazon Linux 2023,m5.2xlarge,running,62 days 11 hours,ami-0297916cef61076f8,2026-01-29,True,N/A,1
874823723256,m2iam,us-east-1,modmed-dbstage-global-eks,1.34,i-0c49974079809a7ef,ami-02382489c95ee1382,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.2xlarge,running,62 days 19 hours,ami-0297916cef61076f8,2026-01-29,True,N/A,1
874823723256,m2iam,us-east-1,modmed-dbstage-global-eks,1.34,i-04eb3efad464ba4cd,ami-02382489c95ee1382,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.2xlarge,running,62 days 19 hours,ami-0297916cef61076f8,2026-01-29,True,N/A,1
874823723256,m2iam,us-east-1,modmed-dbstage-global-eks,1.34,i-0dcc12492509eeeae,ami-02382489c95ee1382,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.2xlarge,running,62 days 19 hours,ami-0297916cef61076f8,2026-01-29,True,N/A,1
874823723256,m2iam,us-east-1,modmed-dbstage-global-eks,1.34,i-02cf33b28ed7d1ecd,ami-02382489c95ee1382,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.2xlarge,running,62 days 19 hours,ami-0297916cef61076f8,2026-01-29,True,N/A,1
874823723256,m2iam,us-east-1,modmed-dbstage-global-eks,1.34,i-0db85ea1e645e5414,ami-02382489c95ee1382,2025-11-20,83 days,Amazon Linux 2023,m5.4xlarge,running,62 days 11 hours,ami-0297916cef61076f8,2026-01-29,True,N/A,1
874823723256,m2iam,us-east-1,modmed-dbstage-global-eks,1.34,i-07726ddecc165995a,ami-02382489c95ee1382,2025-11-20,83 days,Amazon Linux 2023,m7i-flex.2xlarge,running,62 days 19 hours,ami-0297916cef61076f8,2026-01-29,True,N/A,1
